date,city,city_name,total,houses,non_houses
2005-10-01,Hobart,Greater Hobart,81.0,78.0,3.0
2005-10-01,Darwin,Greater Darwin,53.0,41.0,12.0
2005-10-01,ACT,Australian Capital Territory,74.0,70.0,4.0
2005-11-01,Sydney,Greater Sydney,1338.0,565.0,773.0
2005-11-01,Melbourne,Greater Melbourne,2492.0,1972.0,520.0
2005-11-01,Brisbane,Greater Brisbane,1238.0,852.0,386.0
2005-11-01,Adelaide,Greater Adelaide,663.0,525.0,138.0
2005-11-01,Perth,Greater Perth,1864.0,1574.0,290.0
2005-11-01,Hobart,Greater Hobart,90.0,87.0,3.0
2005-11-01,Darwin,Greater Darwin,72.0,43.0,29.0
2005-11-01,ACT,Australian Capital Territory,145.0,108.0,37.0
2005-12-01,Sydney,Greater Sydney,1669.0,498.0,1171.0
2005-12-01,Melbourne,Greater Melbourne,1748.0,1428.0,320.0
2005-12-01,Brisbane,Greater Brisbane,1248.0,734.0,514.0
2005-12-01,Adelaide,Greater Adelaide,605.0,400.0,205.0
2005-12-01,Perth,Greater Perth,1677.0,1236.0,441.0
2005-12-01,Hobart,Greater Hobart,82.0,69.0,13.0
2005-12-01,Darwin,Greater Darwin,92.0,44.0,48.0
2005-12-01,ACT,Australian Capital Territory,247.0,118.0,129.0
2006-01-01,Sydney,Greater Sydney,1314.0,440.0,874.0
2006-01-01,Melbourne,Greater Melbourne,1542.0,1141.0,401.0
2006-01-01,Brisbane,Greater Brisbane,881.0,616.0,265.0
2006-01-01,Adelaide,Greater Adelaide,506.0,368.0,138.0
2006-01-01,Perth,Greater Perth,1633.0,1264.0,369.0
2006-01-01,Hobart,Greater Hobart,79.0,67.0,12.0
2006-01-01,Darwin,Greater Darwin,43.0,37.0,6.0
2006-01-01,ACT,Australian Capital Territory,66.0,41.0,25.0
2006-02-01,Sydney,Greater Sydney,1406.0,502.0,904.0
2006-02-01,Melbourne,Greater Melbourne,2081.0,1635.0,446.0
2006-02-01,Brisbane,Greater Brisbane,1188.0,823.0,365.0
2006-02-01,Adelaide,Greater Adelaide,615.0,397.0,218.0
2006-02-01,Perth,Greater Perth,1610.0,1434.0,176.0
2006-02-01,Hobart,Greater Hobart,73.0,69.0,4.0
2006-02-01,Darwin,Greater Darwin,77.0,70.0,7.0
2006-02-01,ACT,Australian Capital Territory,245.0,94.0,151.0
2006-03-01,Sydney,Greater Sydney,1485.0,558.0,927.0
2006-03-01,Melbourne,Greater Melbourne,2708.0,1880.0,828.0
2006-03-01,Brisbane,Greater Brisbane,1752.0,1021.0,731.0
2006-03-01,Adelaide,Greater Adelaide,810.0,528.0,282.0
2006-03-01,Perth,Greater Perth,1767.0,1500.0,267.0
2006-03-01,Hobart,Greater Hobart,98.0,98.0,0.0
2006-03-01,Darwin,Greater Darwin,110.0,63.0,47.0
2006-03-01,ACT,Australian Capital Territory,137.0,96.0,41.0
2006-04-01,Sydney,Greater Sydney,1134.0,449.0,685.0
2006-04-01,Melbourne,Greater Melbourne,1845.0,1390.0,455.0
2006-04-01,Brisbane,Greater Brisbane,974.0,781.0,193.0
2006-04-01,Adelaide,Greater Adelaide,1048.0,387.0,661.0
2006-04-01,Perth,Greater Perth,1700.0,1400.0,300.0
2006-04-01,Hobart,Greater Hobart,62.0,62.0,0.0
2006-04-01,Darwin,Greater Darwin,112.0,27.0,85.0
2006-04-01,ACT,Australian Capital Territory,122.0,64.0,58.0
2006-05-01,Sydney,Greater Sydney,1710.0,601.0,1109.0
2006-05-01,Melbourne,Greater Melbourne,2728.0,1892.0,836.0
2006-05-01,Brisbane,Greater Brisbane,1424.0,960.0,464.0
2006-05-01,Adelaide,Greater Adelaide,711.0,533.0,178.0
2006-05-01,Perth,Greater Perth,2241.0,1880.0,361.0
2006-05-01,Hobart,Greater Hobart,128.0,101.0,27.0
2006-05-01,Darwin,Greater Darwin,62.0,47.0,15.0
2006-05-01,ACT,Australian Capital Territory,245.0,109.0,136.0
2006-06-01,Sydney,Greater Sydney,1453.0,579.0,874.0
2006-06-01,Melbourne,Greater Melbourne,2444.0,1764.0,680.0
2006-06-01,Brisbane,Greater Brisbane,1370.0,974.0,396.0
2006-06-01,Adelaide,Greater Adelaide,657.0,448.0,209.0
2006-06-01,Perth,Greater Perth,1691.0,1334.0,357.0
2006-06-01,Hobart,Greater Hobart,119.0,96.0,23.0
2006-06-01,Darwin,Greater Darwin,58.0,37.0,21.0
2006-06-01,ACT,Australian Capital Territory,203.0,109.0,94.0
2006-07-01,Sydney,Greater Sydney,1534.0,612.0,922.0
2006-07-01,Melbourne,Greater Melbourne,2603.0,1630.0,973.0
2006-07-01,Brisbane,Greater Brisbane,1447.0,957.0,490.0
2006-07-01,Adelaide,Greater Adelaide,797.0,518.0,279.0
2006-07-01,Perth,Greater Perth,2179.0,1388.0,791.0
2006-07-01,Hobart,Greater Hobart,112.0,104.0,8.0
2006-07-01,Darwin,Greater Darwin,164.0,58.0,106.0
2006-07-01,ACT,Australian Capital Territory,224.0,94.0,130.0
2006-08-01,Sydney,Greater Sydney,1308.0,569.0,739.0
2006-08-01,Melbourne,Greater Melbourne,2686.0,2197.0,489.0
2006-08-01,Brisbane,Greater Brisbane,1289.0,984.0,305.0
2006-08-01,Adelaide,Greater Adelaide,693.0,515.0,178.0
2006-08-01,Perth,Greater Perth,1963.0,1455.0,508.0
2006-08-01,Hobart,Greater Hobart,101.0,88.0,13.0
2006-08-01,Darwin,Greater Darwin,66.0,64.0,2.0
2006-08-01,ACT,Australian Capital Territory,229.0,148.0,81.0
2006-09-01,Sydney,Greater Sydney,2139.0,683.0,1456.0
2006-09-01,Melbourne,Greater Melbourne,2155.0,1744.0,411.0
2006-09-01,Brisbane,Greater Brisbane,1247.0,942.0,305.0
2006-09-01,Adelaide,Greater Adelaide,592.0,518.0,74.0
2006-09-01,Perth,Greater Perth,1757.0,1363.0,394.0
2006-09-01,Hobart,Greater Hobart,119.0,107.0,12.0
2006-09-01,Darwin,Greater Darwin,121.0,35.0,86.0
2006-09-01,ACT,Australian Capital Territory,244.0,189.0,55.0
2006-10-01,Sydney,Greater Sydney,1918.0,568.0,1350.0
2006-10-01,Melbourne,Greater Melbourne,2382.0,1653.0,729.0
2006-10-01,Brisbane,Greater Brisbane,1631.0,958.0,673.0
2006-10-01,Adelaide,Greater Adelaide,617.0,457.0,160.0
2006-10-01,Perth,Greater Perth,1457.0,1286.0,171.0
2006-10-01,Hobart,Greater Hobart,104.0,104.0,0.0
2006-10-01,Darwin,Greater Darwin,63.0,39.0,24.0
2006-10-01,ACT,Australian Capital Territory,90.0,83.0,7.0
2006-11-01,Sydney,Greater Sydney,1353.0,566.0,787.0
2006-11-01,Melbourne,Greater Melbourne,2451.0,1780.0,671.0
2006-11-01,Brisbane,Greater Brisbane,1352.0,1082.0,270.0
2006-11-01,Adelaide,Greater Adelaide,747.0,590.0,157.0
2006-11-01,Perth,Greater Perth,1954.0,1540.0,414.0
2006-11-01,Hobart,Greater Hobart,145.0,135.0,10.0
2006-11-01,Darwin,Greater Darwin,95.0,46.0,49.0
2006-11-01,ACT,Australian Capital Territory,243.0,156.0,87.0
2006-12-01,Sydney,Greater Sydney,1300.0,448.0,852.0
2006-12-01,Melbourne,Greater Melbourne,1802.0,1112.0,690.0
2006-12-01,Brisbane,Greater Brisbane,1132.0,783.0,349.0
2006-12-01,Adelaide,Greater Adelaide,635.0,470.0,165.0
2006-12-01,Perth,Greater Perth,1605.0,1153.0,452.0
2006-12-01,Hobart,Greater Hobart,85.0,80.0,5.0
2006-12-01,Darwin,Greater Darwin,91.0,43.0,48.0
2006-12-01,ACT,Australian Capital Territory,84.0,56.0,28.0
2007-01-01,Sydney,Greater Sydney,1119.0,488.0,631.0
2007-01-01,Melbourne,Greater Melbourne,1534.0,1190.0,344.0
2007-01-01,Brisbane,Greater Brisbane,1100.0,816.0,284.0
2007-01-01,Adelaide,Greater Adelaide,585.0,417.0,168.0
2007-01-01,Perth,Greater Perth,1231.0,929.0,302.0
2007-01-01,Hobart,Greater Hobart,114.0,94.0,20.0
2007-01-01,Darwin,Greater Darwin,77.0,36.0,41.0
2007-01-01,ACT,Australian Capital Territory,77.0,72.0,5.0
2007-02-01,Sydney,Greater Sydney,1612.0,515.0,1097.0
2007-02-01,Melbourne,Greater Melbourne,2512.0,1538.0,974.0
2007-02-01,Brisbane,Greater Brisbane,1561.0,996.0,565.0
2007-02-01,Adelaide,Greater Adelaide,553.0,461.0,92.0
2007-02-01,Perth,Greater Perth,1233.0,1049.0,184.0
2007-02-01,Hobart,Greater Hobart,80.0,78.0,2.0
2007-02-01,Darwin,Greater Darwin,179.0,51.0,128.0
2007-02-01,ACT,Australian Capital Territory,164.0,75.0,89.0
2007-03-01,Sydney,Greater Sydney,1406.0,546.0,860.0
2007-03-01,Melbourne,Greater Melbourne,2319.0,1696.0,623.0
2007-03-01,Brisbane,Greater Brisbane,1602.0,1024.0,578.0
2007-03-01,Adelaide,Greater Adelaide,597.0,486.0,111.0
2007-03-01,Perth,Greater Perth,1433.0,1222.0,211.0
2007-03-01,Hobart,Greater Hobart,113.0,101.0,12.0
2007-03-01,Darwin,Greater Darwin,84.0,51.0,33.0
2007-03-01,ACT,Australian Capital Territory,236.0,88.0,148.0
2007-04-01,Sydney,Greater Sydney,1309.0,482.0,827.0
2007-04-01,Melbourne,Greater Melbourne,2089.0,1425.0,664.0
2007-04-01,Brisbane,Greater Brisbane,1398.0,960.0,438.0
2007-04-01,Adelaide,Greater Adelaide,589.0,463.0,126.0
2007-04-01,Perth,Greater Perth,1417.0,1143.0,274.0
2007-04-01,Hobart,Greater Hobart,119.0,114.0,5.0
2007-04-01,Darwin,Greater Darwin,100.0,36.0,64.0
2007-04-01,ACT,Australian Capital Territory,116.0,83.0,33.0
2007-05-01,Sydney,Greater Sydney,1576.0,641.0,935.0
2007-05-01,Melbourne,Greater Melbourne,2779.0,1853.0,926.0
2007-05-01,Brisbane,Greater Brisbane,1354.0,1085.0,269.0
2007-05-01,Adelaide,Greater Adelaide,711.0,587.0,124.0
2007-05-01,Perth,Greater Perth,1677.0,1270.0,407.0
2007-05-01,Hobart,Greater Hobart,167.0,93.0,74.0
2007-05-01,Darwin,Greater Darwin,109.0,60.0,49.0
2007-05-01,ACT,Australian Capital Territory,222.0,95.0,127.0
2007-06-01,Sydney,Greater Sydney,1471.0,591.0,880.0
2007-06-01,Melbourne,Greater Melbourne,2397.0,1734.0,663.0
2007-06-01,Brisbane,Greater Brisbane,1663.0,1085.0,578.0
2007-06-01,Adelaide,Greater Adelaide,604.0,494.0,110.0
2007-06-01,Perth,Greater Perth,1759.0,1120.0,639.0
2007-06-01,Hobart,Greater Hobart,101.0,84.0,17.0
2007-06-01,Darwin,Greater Darwin,77.0,47.0,30.0
2007-06-01,ACT,Australian Capital Territory,313.0,121.0,192.0
2007-07-01,Sydney,Greater Sydney,1613.0,622.0,991.0
2007-07-01,Melbourne,Greater Melbourne,2732.0,1987.0,745.0
2007-07-01,Brisbane,Greater Brisbane,1739.0,958.0,781.0
2007-07-01,Adelaide,Greater Adelaide,723.0,579.0,144.0
2007-07-01,Perth,Greater Perth,1371.0,1129.0,242.0
2007-07-01,Hobart,Greater Hobart,89.0,71.0,18.0
2007-07-01,Darwin,Greater Darwin,65.0,61.0,4.0
2007-07-01,ACT,Australian Capital Territory,337.0,137.0,200.0
2007-08-01,Sydney,Greater Sydney,1433.0,601.0,832.0
2007-08-01,Melbourne,Greater Melbourne,2936.0,2011.0,925.0
2007-08-01,Brisbane,Greater Brisbane,2028.0,1478.0,550.0
2007-08-01,Adelaide,Greater Adelaide,703.0,573.0,130.0
2007-08-01,Perth,Greater Perth,1606.0,1084.0,522.0
2007-08-01,Hobart,Greater Hobart,93.0,79.0,14.0
2007-08-01,Darwin,Greater Darwin,105.0,48.0,57.0
2007-08-01,ACT,Australian Capital Territory,123.0,79.0,44.0
2007-09-01,Sydney,Greater Sydney,1598.0,481.0,1117.0
2007-09-01,Melbourne,Greater Melbourne,2937.0,1722.0,1215.0
2007-09-01,Brisbane,Greater Brisbane,1668.0,1165.0,503.0
2007-09-01,Adelaide,Greater Adelaide,956.0,552.0,404.0
2007-09-01,Perth,Greater Perth,1611.0,1211.0,400.0
2007-09-01,Hobart,Greater Hobart,113.0,105.0,8.0
2007-09-01,Darwin,Greater Darwin,87.0,32.0,55.0
2007-09-01,ACT,Australian Capital Territory,99.0,79.0,20.0
2007-10-01,Sydney,Greater Sydney,1202.0,629.0,573.0
2007-10-01,Melbourne,Greater Melbourne,3580.0,2140.0,1440.0
2007-10-01,Brisbane,Greater Brisbane,2319.0,1365.0,954.0
2007-10-01,Adelaide,Greater Adelaide,827.0,638.0,189.0
2007-10-01,Perth,Greater Perth,1431.0,1131.0,300.0
2007-10-01,Hobart,Greater Hobart,100.0,77.0,23.0
2007-10-01,Darwin,Greater Darwin,213.0,62.0,151.0
2007-10-01,ACT,Australian Capital Territory,180.0,125.0,55.0
2007-11-01,Sydney,Greater Sydney,2603.0,742.0,1861.0
2007-11-01,Melbourne,Greater Melbourne,2672.0,2005.0,667.0
2007-11-01,Brisbane,Greater Brisbane,1687.0,1255.0,432.0
2007-11-01,Adelaide,Greater Adelaide,1016.0,655.0,361.0
2007-11-01,Perth,Greater Perth,1719.0,1321.0,398.0
2007-11-01,Hobart,Greater Hobart,115.0,99.0,16.0
2007-11-01,Darwin,Greater Darwin,25.0,21.0,4.0
2007-11-01,ACT,Australian Capital Territory,300.0,122.0,178.0
2007-12-01,Sydney,Greater Sydney,1521.0,515.0,1006.0
2007-12-01,Melbourne,Greater Melbourne,2244.0,1632.0,612.0
2007-12-01,Brisbane,Greater Brisbane,1326.0,867.0,459.0
2007-12-01,Adelaide,Greater Adelaide,724.0,591.0,133.0
2007-12-01,Perth,Greater Perth,1472.0,912.0,560.0
2007-12-01,Hobart,Greater Hobart,92.0,75.0,17.0
2007-12-01,Darwin,Greater Darwin,56.0,39.0,17.0
2007-12-01,ACT,Australian Capital Territory,110.0,73.0,37.0
2008-01-01,Sydney,Greater Sydney,1165.0,420.0,745.0
2008-01-01,Melbourne,Greater Melbourne,2176.0,1305.0,871.0
2008-01-01,Brisbane,Greater Brisbane,1217.0,876.0,341.0
2008-01-01,Adelaide,Greater Adelaide,618.0,496.0,122.0
2008-01-01,Perth,Greater Perth,1933.0,929.0,1004.0
2008-01-01,Hobart,Greater Hobart,91.0,82.0,9.0
2008-01-01,Darwin,Greater Darwin,30.0,22.0,8.0
2008-01-01,ACT,Australian Capital Territory,117.0,68.0,49.0
2008-02-01,Sydney,Greater Sydney,1515.0,694.0,821.0
2008-02-01,Melbourne,Greater Melbourne,2927.0,1917.0,1010.0
2008-02-01,Brisbane,Greater Brisbane,1452.0,1091.0,361.0
2008-02-01,Adelaide,Greater Adelaide,826.0,698.0,128.0
2008-02-01,Perth,Greater Perth,1473.0,998.0,475.0
2008-02-01,Hobart,Greater Hobart,96.0,94.0,2.0
2008-02-01,Darwin,Greater Darwin,136.0,50.0,86.0
2008-02-01,ACT,Australian Capital Territory,212.0,90.0,122.0
2008-03-01,Sydney,Greater Sydney,1411.0,480.0,931.0
2008-03-01,Melbourne,Greater Melbourne,2442.0,1893.0,549.0
2008-03-01,Brisbane,Greater Brisbane,1050.0,820.0,230.0
2008-03-01,Adelaide,Greater Adelaide,642.0,482.0,160.0
2008-03-01,Perth,Greater Perth,1464.0,882.0,582.0
2008-03-01,Hobart,Greater Hobart,77.0,71.0,6.0
2008-03-01,Darwin,Greater Darwin,73.0,30.0,43.0
2008-03-01,ACT,Australian Capital Territory,102.0,64.0,38.0
2008-04-01,Sydney,Greater Sydney,1540.0,572.0,968.0
2008-04-01,Melbourne,Greater Melbourne,2552.0,2039.0,513.0
2008-04-01,Brisbane,Greater Brisbane,2044.0,1053.0,991.0
2008-04-01,Adelaide,Greater Adelaide,800.0,582.0,218.0
2008-04-01,Perth,Greater Perth,1513.0,995.0,518.0
2008-04-01,Hobart,Greater Hobart,106.0,102.0,4.0
2008-04-01,Darwin,Greater Darwin,80.0,39.0,41.0
2008-04-01,ACT,Australian Capital Territory,203.0,158.0,45.0
2008-05-01,Sydney,Greater Sydney,1679.0,632.0,1047.0
2008-05-01,Melbourne,Greater Melbourne,2834.0,1863.0,971.0
2008-05-01,Brisbane,Greater Brisbane,1312.0,999.0,313.0
2008-05-01,Adelaide,Greater Adelaide,969.0,709.0,260.0
2008-05-01,Perth,Greater Perth,1790.0,1231.0,559.0
2008-05-01,Hobart,Greater Hobart,153.0,134.0,19.0
2008-05-01,Darwin,Greater Darwin,36.0,26.0,10.0
2008-05-01,ACT,Australian Capital Territory,108.0,90.0,18.0
2008-06-01,Sydney,Greater Sydney,1516.0,567.0,949.0
2008-06-01,Melbourne,Greater Melbourne,2870.0,2055.0,815.0
2008-06-01,Brisbane,Greater Brisbane,1679.0,1186.0,493.0
2008-06-01,Adelaide,Greater Adelaide,1111.0,586.0,525.0
2008-06-01,Perth,Greater Perth,1366.0,1006.0,360.0
2008-06-01,Hobart,Greater Hobart,72.0,66.0,6.0
2008-06-01,Darwin,Greater Darwin,88.0,40.0,48.0
2008-06-01,ACT,Australian Capital Territory,448.0,199.0,249.0
2008-07-01,Sydney,Greater Sydney,1403.0,545.0,858.0
2008-07-01,Melbourne,Greater Melbourne,3218.0,1896.0,1322.0
2008-07-01,Brisbane,Greater Brisbane,1752.0,1062.0,690.0
2008-07-01,Adelaide,Greater Adelaide,1007.0,671.0,336.0
2008-07-01,Perth,Greater Perth,1496.0,1125.0,371.0
2008-07-01,Hobart,Greater Hobart,167.0,141.0,26.0
2008-07-01,Darwin,Greater Darwin,25.0,23.0,2.0
2008-07-01,ACT,Australian Capital Territory,310.0,74.0,236.0
2008-08-01,Sydney,Greater Sydney,1394.0,652.0,742.0
2008-08-01,Melbourne,Greater Melbourne,2776.0,2072.0,704.0
2008-08-01,Brisbane,Greater Brisbane,1258.0,814.0,444.0
2008-08-01,Adelaide,Greater Adelaide,694.0,506.0,188.0
2008-08-01,Perth,Greater Perth,1654.0,1071.0,583.0
2008-08-01,Hobart,Greater Hobart,92.0,92.0,0.0
2008-08-01,Darwin,Greater Darwin,64.0,61.0,3.0
2008-08-01,ACT,Australian Capital Territory,164.0,91.0,73.0
2008-09-01,Sydney,Greater Sydney,1274.0,541.0,733.0
2008-09-01,Melbourne,Greater Melbourne,2785.0,1902.0,883.0
2008-09-01,Brisbane,Greater Brisbane,1569.0,906.0,663.0
2008-09-01,Adelaide,Greater Adelaide,813.0,489.0,324.0
2008-09-01,Perth,Greater Perth,1157.0,986.0,171.0
2008-09-01,Hobart,Greater Hobart,146.0,122.0,24.0
2008-09-01,Darwin,Greater Darwin,56.0,44.0,12.0
2008-09-01,ACT,Australian Capital Territory,158.0,114.0,44.0
2008-10-01,Sydney,Greater Sydney,1400.0,590.0,810.0
2008-10-01,Melbourne,Greater Melbourne,3098.0,2007.0,1091.0
2008-10-01,Brisbane,Greater Brisbane,1266.0,896.0,370.0
2008-10-01,Adelaide,Greater Adelaide,683.0,553.0,130.0
2008-10-01,Perth,Greater Perth,1279.0,1182.0,97.0
2008-10-01,Hobart,Greater Hobart,132.0,88.0,44.0
2008-10-01,Darwin,Greater Darwin,65.0,52.0,13.0
2008-10-01,ACT,Australian Capital Territory,452.0,106.0,346.0
2008-11-01,Sydney,Greater Sydney,1217.0,464.0,753.0
2008-11-01,Melbourne,Greater Melbourne,2205.0,1678.0,527.0
2008-11-01,Brisbane,Greater Brisbane,934.0,733.0,201.0
2008-11-01,Adelaide,Greater Adelaide,700.0,509.0,191.0
2008-11-01,Perth,Greater Perth,1057.0,884.0,173.0
2008-11-01,Hobart,Greater Hobart,141.0,84.0,57.0
2008-11-01,Darwin,Greater Darwin,106.0,57.0,49.0
2008-11-01,ACT,Australian Capital Territory,251.0,110.0,141.0
2008-12-01,Sydney,Greater Sydney,1273.0,427.0,846.0
2008-12-01,Melbourne,Greater Melbourne,2105.0,1428.0,677.0
2008-12-01,Brisbane,Greater Brisbane,898.0,582.0,316.0
2008-12-01,Adelaide,Greater Adelaide,649.0,479.0,170.0
2008-12-01,Perth,Greater Perth,971.0,826.0,145.0
2008-12-01,Hobart,Greater Hobart,98.0,70.0,28.0
2008-12-01,Darwin,Greater Darwin,45.0,36.0,9.0
2008-12-01,ACT,Australian Capital Territory,110.0,106.0,4.0
2009-01-01,Sydney,Greater Sydney,655.0,350.0,305.0
2009-01-01,Melbourne,Greater Melbourne,1888.0,1241.0,647.0
2009-01-01,Brisbane,Greater Brisbane,654.0,494.0,160.0
2009-01-01,Adelaide,Greater Adelaide,578.0,430.0,148.0
2009-01-01,Perth,Greater Perth,834.0,704.0,130.0
2009-01-01,Hobart,Greater Hobart,133.0,79.0,54.0
2009-01-01,Darwin,Greater Darwin,32.0,28.0,4.0
2009-01-01,ACT,Australian Capital Territory,102.0,70.0,32.0
2009-02-01,Sydney,Greater Sydney,1017.0,502.0,515.0
2009-02-01,Melbourne,Greater Melbourne,2769.0,1717.0,1052.0
2009-02-01,Brisbane,Greater Brisbane,747.0,660.0,87.0
2009-02-01,Adelaide,Greater Adelaide,722.0,548.0,174.0
2009-02-01,Perth,Greater Perth,1267.0,862.0,405.0
2009-02-01,Hobart,Greater Hobart,83.0,57.0,26.0
2009-02-01,Darwin,Greater Darwin,69.0,40.0,29.0
2009-02-01,ACT,Australian Capital Territory,181.0,115.0,66.0
2009-03-01,Sydney,Greater Sydney,910.0,526.0,384.0
2009-03-01,Melbourne,Greater Melbourne,3297.0,1978.0,1319.0
2009-03-01,Brisbane,Greater Brisbane,1139.0,750.0,389.0
2009-03-01,Adelaide,Greater Adelaide,734.0,554.0,180.0
2009-03-01,Perth,Greater Perth,1107.0,978.0,129.0
2009-03-01,Hobart,Greater Hobart,94.0,79.0,15.0
2009-03-01,Darwin,Greater Darwin,109.0,47.0,62.0
2009-03-01,ACT,Australian Capital Territory,223.0,161.0,62.0
2009-04-01,Sydney,Greater Sydney,1470.0,448.0,1022.0
2009-04-01,Melbourne,Greater Melbourne,2558.0,1955.0,603.0
2009-04-01,Brisbane,Greater Brisbane,1168.0,696.0,472.0
2009-04-01,Adelaide,Greater Adelaide,811.0,569.0,242.0
2009-04-01,Perth,Greater Perth,997.0,866.0,131.0
2009-04-01,Hobart,Greater Hobart,95.0,95.0,0.0
2009-04-01,Darwin,Greater Darwin,84.0,70.0,14.0
2009-04-01,ACT,Australian Capital Territory,382.0,168.0,214.0
2009-05-01,Sydney,Greater Sydney,1163.0,610.0,553.0
2009-05-01,Melbourne,Greater Melbourne,2376.0,1835.0,541.0
2009-05-01,Brisbane,Greater Brisbane,1015.0,809.0,206.0
2009-05-01,Adelaide,Greater Adelaide,665.0,481.0,184.0
2009-05-01,Perth,Greater Perth,1490.0,1170.0,320.0
2009-05-01,Hobart,Greater Hobart,167.0,136.0,31.0
2009-05-01,Darwin,Greater Darwin,76.0,62.0,14.0
2009-05-01,ACT,Australian Capital Territory,273.0,194.0,79.0
2009-06-01,Sydney,Greater Sydney,1194.0,583.0,611.0
2009-06-01,Melbourne,Greater Melbourne,3373.0,2253.0,1120.0
2009-06-01,Brisbane,Greater Brisbane,1143.0,825.0,318.0
2009-06-01,Adelaide,Greater Adelaide,798.0,585.0,213.0
2009-06-01,Perth,Greater Perth,1500.0,1294.0,206.0
2009-06-01,Hobart,Greater Hobart,128.0,108.0,20.0
2009-06-01,Darwin,Greater Darwin,100.0,72.0,28.0
2009-06-01,ACT,Australian Capital Territory,279.0,175.0,104.0
2009-07-01,Sydney,Greater Sydney,1462.0,616.0,846.0
2009-07-01,Melbourne,Greater Melbourne,4005.0,2484.0,1521.0
2009-07-01,Brisbane,Greater Brisbane,1559.0,948.0,611.0
2009-07-01,Adelaide,Greater Adelaide,755.0,586.0,169.0
2009-07-01,Perth,Greater Perth,1476.0,1389.0,87.0
2009-07-01,Hobart,Greater Hobart,126.0,96.0,30.0
2009-07-01,Darwin,Greater Darwin,90.0,80.0,10.0
2009-07-01,ACT,Australian Capital Territory,537.0,212.0,325.0
2009-08-01,Sydney,Greater Sydney,1482.0,775.0,707.0
2009-08-01,Melbourne,Greater Melbourne,3038.0,2274.0,764.0
2009-08-01,Brisbane,Greater Brisbane,1239.0,905.0,334.0
2009-08-01,Adelaide,Greater Adelaide,811.0,597.0,214.0
2009-08-01,Perth,Greater Perth,1493.0,1289.0,204.0
2009-08-01,Hobart,Greater Hobart,127.0,91.0,36.0
2009-08-01,Darwin,Greater Darwin,90.0,74.0,16.0
2009-08-01,ACT,Australian Capital Territory,231.0,191.0,40.0
2009-09-01,Sydney,Greater Sydney,1699.0,732.0,967.0
2009-09-01,Melbourne,Greater Melbourne,3707.0,2290.0,1417.0
2009-09-01,Brisbane,Greater Brisbane,1309.0,868.0,441.0
2009-09-01,Adelaide,Greater Adelaide,782.0,571.0,211.0
2009-09-01,Perth,Greater Perth,1685.0,1433.0,252.0
2009-09-01,Hobart,Greater Hobart,153.0,119.0,34.0
2009-09-01,Darwin,Greater Darwin,108.0,79.0,29.0
2009-09-01,ACT,Australian Capital Territory,386.0,229.0,157.0
2009-10-01,Sydney,Greater Sydney,1779.0,731.0,1048.0
2009-10-01,Melbourne,Greater Melbourne,3592.0,2668.0,924.0
2009-10-01,Brisbane,Greater Brisbane,1334.0,988.0,346.0
2009-10-01,Adelaide,Greater Adelaide,727.0,613.0,114.0
2009-10-01,Perth,Greater Perth,1726.0,1412.0,314.0
2009-10-01,Hobart,Greater Hobart,183.0,99.0,84.0
2009-10-01,Darwin,Greater Darwin,95.0,41.0,54.0
2009-10-01,ACT,Australian Capital Territory,296.0,204.0,92.0
2009-11-01,Sydney,Greater Sydney,2018.0,765.0,1253.0
2009-11-01,Melbourne,Greater Melbourne,3509.0,2229.0,1280.0
2009-11-01,Brisbane,Greater Brisbane,1576.0,998.0,578.0
2009-11-01,Adelaide,Greater Adelaide,808.0,643.0,165.0
2009-11-01,Perth,Greater Perth,1633.0,1396.0,237.0
2009-11-01,Hobart,Greater Hobart,104.0,96.0,8.0
2009-11-01,Darwin,Greater Darwin,118.0,78.0,40.0
2009-11-01,ACT,Australian Capital Territory,414.0,180.0,234.0
2009-12-01,Sydney,Greater Sydney,1721.0,830.0,891.0
2009-12-01,Melbourne,Greater Melbourne,3784.0,2040.0,1744.0
2009-12-01,Brisbane,Greater Brisbane,1503.0,786.0,717.0
2009-12-01,Adelaide,Greater Adelaide,728.0,531.0,197.0
2009-12-01,Perth,Greater Perth,1478.0,1183.0,295.0
2009-12-01,Hobart,Greater Hobart,129.0,112.0,17.0
2009-12-01,Darwin,Greater Darwin,126.0,74.0,52.0
2009-12-01,ACT,Australian Capital Territory,330.0,155.0,175.0
2010-01-01,Sydney,Greater Sydney,1250.0,507.0,743.0
2010-01-01,Melbourne,Greater Melbourne,2549.0,1611.0,938.0
2010-01-01,Brisbane,Greater Brisbane,1034.0,654.0,380.0
2010-01-01,Adelaide,Greater Adelaide,773.0,432.0,341.0
2010-01-01,Perth,Greater Perth,1670.0,1080.0,590.0
2010-01-01,Hobart,Greater Hobart,80.0,72.0,8.0
2010-01-01,Darwin,Greater Darwin,31.0,23.0,8.0
2010-01-01,ACT,Australian Capital Territory,242.0,79.0,163.0
2010-02-01,Sydney,Greater Sydney,1622.0,636.0,986.0
2010-02-01,Melbourne,Greater Melbourne,3470.0,2410.0,1060.0
2010-02-01,Brisbane,Greater Brisbane,1588.0,911.0,677.0
2010-02-01,Adelaide,Greater Adelaide,715.0,583.0,132.0
2010-02-01,Perth,Greater Perth,1840.0,1379.0,461.0
2010-02-01,Hobart,Greater Hobart,116.0,99.0,17.0
2010-02-01,Darwin,Greater Darwin,38.0,34.0,4.0
