date,city,city_name,total,houses,non_houses
2014-06-01,Darwin,Greater Darwin,111.0,60.0,51.0
2014-06-01,ACT,Australian Capital Territory,191.0,141.0,50.0
2014-07-01,Sydney,Greater Sydney,3214.0,1381.0,1833.0
2014-07-01,Melbourne,Greater Melbourne,4189.0,2073.0,2116.0
2014-07-01,Brisbane,Greater Brisbane,1970.0,988.0,982.0
2014-07-01,Adelaide,Greater Adelaide,798.0,622.0,176.0
2014-07-01,Perth,Greater Perth,2960.0,1990.0,970.0
2014-07-01,Hobart,Greater Hobart,81.0,72.0,9.0
2014-07-01,Darwin,Greater Darwin,342.0,77.0,265.0
2014-07-01,ACT,Australian Capital Territory,307.0,174.0,133.0
2014-08-01,Sydney,Greater Sydney,3767.0,1232.0,2535.0
2014-08-01,Melbourne,Greater Melbourne,4546.0,2018.0,2528.0
2014-08-01,Brisbane,Greater Brisbane,2493.0,1031.0,1462.0
2014-08-01,Adelaide,Greater Adelaide,785.0,500.0,285.0
2014-08-01,Perth,Greater Perth,2403.0,1705.0,698.0
2014-08-01,Hobart,Greater Hobart,91.0,84.0,7.0
2014-08-01,Darwin,Greater Darwin,103.0,57.0,46.0
2014-08-01,ACT,Australian Capital Territory,570.0,131.0,439.0
2014-09-01,Sydney,Greater Sydney,3219.0,1200.0,2019.0
2014-09-01,Melbourne,Greater Melbourne,3921.0,1871.0,2050.0
2014-09-01,Brisbane,Greater Brisbane,1986.0,1068.0,918.0
2014-09-01,Adelaide,Greater Adelaide,891.0,544.0,347.0
2014-09-01,Perth,Greater Perth,2473.0,1860.0,613.0
2014-09-01,Hobart,Greater Hobart,73.0,65.0,8.0
2014-09-01,Darwin,Greater Darwin,86.0,75.0,11.0
2014-09-01,ACT,Australian Capital Territory,184.0,82.0,102.0
2014-10-01,Sydney,Greater Sydney,3724.0,1531.0,2193.0
2014-10-01,Melbourne,Greater Melbourne,4927.0,2193.0,2734.0
2014-10-01,Brisbane,Greater Brisbane,2257.0,1039.0,1218.0
2014-10-01,Adelaide,Greater Adelaide,928.0,448.0,480.0
2014-10-01,Perth,Greater Perth,2642.0,1884.0,758.0
2014-10-01,Hobart,Greater Hobart,113.0,82.0,31.0
2014-10-01,Darwin,Greater Darwin,179.0,62.0,117.0
2014-10-01,ACT,Australian Capital Territory,253.0,109.0,144.0
2014-11-01,Sydney,Greater Sydney,3582.0,1249.0,2333.0
2014-11-01,Melbourne,Greater Melbourne,6060.0,1947.0,4113.0
2014-11-01,Brisbane,Greater Brisbane,2445.0,984.0,1461.0
2014-11-01,Adelaide,Greater Adelaide,649.0,513.0,136.0
2014-11-01,Perth,Greater Perth,2596.0,1649.0,947.0
2014-11-01,Hobart,Greater Hobart,107.0,89.0,18.0
2014-11-01,Darwin,Greater Darwin,165.0,50.0,115.0
2014-11-01,ACT,Australian Capital Territory,406.0,105.0,301.0
2014-12-01,Sydney,Greater Sydney,5159.0,1098.0,4061.0
2014-12-01,Melbourne,Greater Melbourne,4584.0,1555.0,3029.0
2014-12-01,Brisbane,Greater Brisbane,2306.0,827.0,1479.0
2014-12-01,Adelaide,Greater Adelaide,824.0,416.0,408.0
2014-12-01,Perth,Greater Perth,2263.0,1556.0,707.0
2014-12-01,Hobart,Greater Hobart,101.0,93.0,8.0
2014-12-01,Darwin,Greater Darwin,92.0,53.0,39.0
2014-12-01,ACT,Australian Capital Territory,267.0,148.0,119.0
2015-01-01,Sydney,Greater Sydney,3903.0,877.0,3026.0
2015-01-01,Melbourne,Greater Melbourne,3164.0,1449.0,1715.0
2015-01-01,Brisbane,Greater Brisbane,2503.0,866.0,1637.0
2015-01-01,Adelaide,Greater Adelaide,904.0,345.0,559.0
2015-01-01,Perth,Greater Perth,1801.0,1320.0,481.0
2015-01-01,Hobart,Greater Hobart,74.0,63.0,11.0
2015-01-01,Darwin,Greater Darwin,74.0,66.0,8.0
2015-01-01,ACT,Australian Capital Territory,238.0,49.0,189.0
2015-02-01,Sydney,Greater Sydney,4018.0,1283.0,2735.0
2015-02-01,Melbourne,Greater Melbourne,5647.0,2085.0,3562.0
2015-02-01,Brisbane,Greater Brisbane,2227.0,884.0,1343.0
2015-02-01,Adelaide,Greater Adelaide,564.0,448.0,116.0
2015-02-01,Perth,Greater Perth,1906.0,1485.0,421.0
2015-02-01,Hobart,Greater Hobart,75.0,73.0,2.0
2015-02-01,Darwin,Greater Darwin,91.0,73.0,18.0
2015-02-01,ACT,Australian Capital Territory,104.0,72.0,32.0
2015-03-01,Sydney,Greater Sydney,4762.0,1436.0,3326.0
2015-03-01,Melbourne,Greater Melbourne,5138.0,2132.0,3006.0
2015-03-01,Brisbane,Greater Brisbane,2897.0,944.0,1953.0
2015-03-01,Adelaide,Greater Adelaide,792.0,435.0,357.0
2015-03-01,Perth,Greater Perth,2430.0,1565.0,865.0
2015-03-01,Hobart,Greater Hobart,165.0,98.0,67.0
2015-03-01,Darwin,Greater Darwin,86.0,78.0,8.0
2015-03-01,ACT,Australian Capital Territory,241.0,121.0,120.0
2015-04-01,Sydney,Greater Sydney,3302.0,1346.0,1956.0
2015-04-01,Melbourne,Greater Melbourne,4956.0,1948.0,3008.0
2015-04-01,Brisbane,Greater Brisbane,2143.0,811.0,1332.0
2015-04-01,Adelaide,Greater Adelaide,619.0,503.0,116.0
2015-04-01,Perth,Greater Perth,2140.0,1610.0,530.0
2015-04-01,Hobart,Greater Hobart,155.0,132.0,23.0
2015-04-01,Darwin,Greater Darwin,150.0,76.0,74.0
2015-04-01,ACT,Australian Capital Territory,851.0,99.0,752.0
2015-05-01,Sydney,Greater Sydney,5036.0,1448.0,3588.0
2015-05-01,Melbourne,Greater Melbourne,5734.0,1963.0,3771.0
2015-05-01,Brisbane,Greater Brisbane,3095.0,826.0,2269.0
2015-05-01,Adelaide,Greater Adelaide,660.0,480.0,180.0
2015-05-01,Perth,Greater Perth,2819.0,1704.0,1115.0
2015-05-01,Hobart,Greater Hobart,125.0,113.0,12.0
2015-05-01,Darwin,Greater Darwin,174.0,73.0,101.0
2015-05-01,ACT,Australian Capital Territory,292.0,122.0,170.0
2015-06-01,Sydney,Greater Sydney,4510.0,1552.0,2958.0
2015-06-01,Melbourne,Greater Melbourne,3836.0,1972.0,1864.0
2015-06-01,Brisbane,Greater Brisbane,3303.0,1012.0,2291.0
2015-06-01,Adelaide,Greater Adelaide,742.0,530.0,212.0
2015-06-01,Perth,Greater Perth,2076.0,1526.0,550.0
2015-06-01,Hobart,Greater Hobart,107.0,92.0,15.0
2015-06-01,Darwin,Greater Darwin,118.0,90.0,28.0
2015-06-01,ACT,Australian Capital Territory,548.0,95.0,453.0
2015-07-01,Sydney,Greater Sydney,6185.0,1681.0,4504.0
2015-07-01,Melbourne,Greater Melbourne,5051.0,2261.0,2790.0
2015-07-01,Brisbane,Greater Brisbane,2225.0,1203.0,1022.0
2015-07-01,Adelaide,Greater Adelaide,723.0,496.0,227.0
2015-07-01,Perth,Greater Perth,2162.0,1577.0,585.0
2015-07-01,Hobart,Greater Hobart,68.0,57.0,11.0
2015-07-01,Darwin,Greater Darwin,177.0,99.0,78.0
2015-07-01,ACT,Australian Capital Territory,290.0,97.0,193.0
2015-08-01,Sydney,Greater Sydney,4008.0,1490.0,2518.0
2015-08-01,Melbourne,Greater Melbourne,4582.0,2175.0,2407.0
2015-08-01,Brisbane,Greater Brisbane,1858.0,930.0,928.0
2015-08-01,Adelaide,Greater Adelaide,847.0,564.0,283.0
2015-08-01,Perth,Greater Perth,2489.0,1540.0,949.0
2015-08-01,Hobart,Greater Hobart,91.0,80.0,11.0
2015-08-01,Darwin,Greater Darwin,74.0,69.0,5.0
2015-08-01,ACT,Australian Capital Territory,589.0,87.0,502.0
2015-09-01,Sydney,Greater Sydney,3761.0,1410.0,2351.0
2015-09-01,Melbourne,Greater Melbourne,5279.0,2382.0,2897.0
2015-09-01,Brisbane,Greater Brisbane,3548.0,1066.0,2482.0
2015-09-01,Adelaide,Greater Adelaide,832.0,520.0,312.0
2015-09-01,Perth,Greater Perth,1966.0,1463.0,503.0
2015-09-01,Hobart,Greater Hobart,120.0,66.0,54.0
2015-09-01,Darwin,Greater Darwin,90.0,52.0,38.0
2015-09-01,ACT,Australian Capital Territory,411.0,90.0,321.0
2015-10-01,Sydney,Greater Sydney,5534.0,1545.0,3989.0
2015-10-01,Melbourne,Greater Melbourne,6288.0,2260.0,4028.0
2015-10-01,Brisbane,Greater Brisbane,2813.0,1006.0,1807.0
2015-10-01,Adelaide,Greater Adelaide,1111.0,544.0,567.0
2015-10-01,Perth,Greater Perth,2098.0,1428.0,670.0
2015-10-01,Hobart,Greater Hobart,88.0,82.0,6.0
2015-10-01,Darwin,Greater Darwin,258.0,43.0,215.0
2015-10-01,ACT,Australian Capital Territory,208.0,59.0,149.0
2015-11-01,Sydney,Greater Sydney,5126.0,1586.0,3540.0
2015-11-01,Melbourne,Greater Melbourne,3573.0,2068.0,1505.0
2015-11-01,Brisbane,Greater Brisbane,3056.0,958.0,2098.0
2015-11-01,Adelaide,Greater Adelaide,823.0,533.0,290.0
2015-11-01,Perth,Greater Perth,1597.0,1249.0,348.0
2015-11-01,Hobart,Greater Hobart,84.0,53.0,31.0
2015-11-01,Darwin,Greater Darwin,62.0,56.0,6.0
2015-11-01,ACT,Australian Capital Territory,255.0,53.0,202.0
2015-12-01,Sydney,Greater Sydney,5407.0,1264.0,4143.0
2015-12-01,Melbourne,Greater Melbourne,4619.0,1800.0,2819.0
2015-12-01,Brisbane,Greater Brisbane,2344.0,939.0,1405.0
2015-12-01,Adelaide,Greater Adelaide,734.0,509.0,225.0
2015-12-01,Perth,Greater Perth,1566.0,1211.0,355.0
2015-12-01,Hobart,Greater Hobart,74.0,65.0,9.0
2015-12-01,Darwin,Greater Darwin,143.0,47.0,96.0
2015-12-01,ACT,Australian Capital Territory,162.0,111.0,51.0
2016-01-01,Sydney,Greater Sydney,2706.0,954.0,1752.0
2016-01-01,Melbourne,Greater Melbourne,3597.0,1470.0,2127.0
2016-01-01,Brisbane,Greater Brisbane,2887.0,732.0,2155.0
2016-01-01,Adelaide,Greater Adelaide,733.0,353.0,380.0
2016-01-01,Perth,Greater Perth,1630.0,939.0,691.0
2016-01-01,Hobart,Greater Hobart,51.0,51.0,0.0
2016-01-01,Darwin,Greater Darwin,57.0,47.0,10.0
2016-01-01,ACT,Australian Capital Territory,231.0,51.0,180.0
2016-02-01,Sydney,Greater Sydney,4035.0,1344.0,2691.0
2016-02-01,Melbourne,Greater Melbourne,4733.0,2325.0,2408.0
2016-02-01,Brisbane,Greater Brisbane,2495.0,992.0,1503.0
2016-02-01,Adelaide,Greater Adelaide,768.0,542.0,226.0
2016-02-01,Perth,Greater Perth,1728.0,1185.0,543.0
2016-02-01,Hobart,Greater Hobart,106.0,79.0,27.0
2016-02-01,Darwin,Greater Darwin,131.0,69.0,62.0
2016-02-01,ACT,Australian Capital Territory,811.0,68.0,743.0
2016-03-01,Sydney,Greater Sydney,4846.0,1515.0,3331.0
2016-03-01,Melbourne,Greater Melbourne,4618.0,2375.0,2243.0
2016-03-01,Brisbane,Greater Brisbane,2595.0,942.0,1653.0
2016-03-01,Adelaide,Greater Adelaide,1147.0,562.0,585.0
2016-03-01,Perth,Greater Perth,1609.0,1032.0,577.0
2016-03-01,Hobart,Greater Hobart,70.0,65.0,5.0
2016-03-01,Darwin,Greater Darwin,64.0,54.0,10.0
2016-03-01,ACT,Australian Capital Territory,528.0,83.0,445.0
2016-04-01,Sydney,Greater Sydney,5502.0,1457.0,4045.0
2016-04-01,Melbourne,Greater Melbourne,4958.0,2183.0,2775.0
2016-04-01,Brisbane,Greater Brisbane,3279.0,803.0,2476.0
2016-04-01,Adelaide,Greater Adelaide,877.0,593.0,284.0
2016-04-01,Perth,Greater Perth,1617.0,981.0,636.0
2016-04-01,Hobart,Greater Hobart,83.0,77.0,6.0
2016-04-01,Darwin,Greater Darwin,68.0,66.0,2.0
2016-04-01,ACT,Australian Capital Territory,263.0,108.0,155.0
2016-05-01,Sydney,Greater Sydney,5440.0,1877.0,3563.0
2016-05-01,Melbourne,Greater Melbourne,5041.0,2358.0,2683.0
2016-05-01,Brisbane,Greater Brisbane,2285.0,1050.0,1235.0
2016-05-01,Adelaide,Greater Adelaide,958.0,685.0,273.0
2016-05-01,Perth,Greater Perth,1513.0,1077.0,436.0
2016-05-01,Hobart,Greater Hobart,108.0,83.0,25.0
2016-05-01,Darwin,Greater Darwin,238.0,50.0,188.0
2016-05-01,ACT,Australian Capital Territory,681.0,143.0,538.0
2016-06-01,Sydney,Greater Sydney,4159.0,1500.0,2659.0
2016-06-01,Melbourne,Greater Melbourne,4889.0,2268.0,2621.0
2016-06-01,Brisbane,Greater Brisbane,2043.0,1214.0,829.0
2016-06-01,Adelaide,Greater Adelaide,1005.0,577.0,428.0
2016-06-01,Perth,Greater Perth,1370.0,1037.0,333.0
2016-06-01,Hobart,Greater Hobart,76.0,66.0,10.0
2016-06-01,Darwin,Greater Darwin,64.0,58.0,6.0
2016-06-01,ACT,Australian Capital Territory,248.0,147.0,101.0
2016-07-01,Sydney,Greater Sydney,6540.0,1431.0,5109.0
2016-07-01,Melbourne,Greater Melbourne,6109.0,2423.0,3686.0
2016-07-01,Brisbane,Greater Brisbane,2667.0,1027.0,1640.0
2016-07-01,Adelaide,Greater Adelaide,706.0,480.0,226.0
2016-07-01,Perth,Greater Perth,1824.0,1151.0,673.0
2016-07-01,Hobart,Greater Hobart,56.0,55.0,1.0
2016-07-01,Darwin,Greater Darwin,55.0,46.0,9.0
2016-07-01,ACT,Australian Capital Territory,532.0,133.0,399.0
2016-08-01,Sydney,Greater Sydney,6718.0,1662.0,5056.0
2016-08-01,Melbourne,Greater Melbourne,5561.0,2572.0,2989.0
2016-08-01,Brisbane,Greater Brisbane,2576.0,1072.0,1504.0
2016-08-01,Adelaide,Greater Adelaide,779.0,586.0,193.0
2016-08-01,Perth,Greater Perth,1549.0,1239.0,310.0
2016-08-01,Hobart,Greater Hobart,86.0,86.0,0.0
2016-08-01,Darwin,Greater Darwin,53.0,53.0,0.0
2016-08-01,ACT,Australian Capital Territory,627.0,142.0,485.0
2016-09-01,Sydney,Greater Sydney,5243.0,1604.0,3639.0
2016-09-01,Melbourne,Greater Melbourne,4474.0,2255.0,2219.0
2016-09-01,Brisbane,Greater Brisbane,2666.0,1034.0,1632.0
2016-09-01,Adelaide,Greater Adelaide,803.0,559.0,244.0
2016-09-01,Perth,Greater Perth,1546.0,1141.0,405.0
2016-09-01,Hobart,Greater Hobart,65.0,56.0,9.0
2016-09-01,Darwin,Greater Darwin,119.0,98.0,21.0
2016-09-01,ACT,Australian Capital Territory,912.0,121.0,791.0
2016-10-01,Sydney,Greater Sydney,4652.0,1566.0,3086.0
2016-10-01,Melbourne,Greater Melbourne,3778.0,2221.0,1557.0
2016-10-01,Brisbane,Greater Brisbane,2010.0,1116.0,894.0
2016-10-01,Adelaide,Greater Adelaide,735.0,487.0,248.0
2016-10-01,Perth,Greater Perth,1335.0,1092.0,243.0
2016-10-01,Hobart,Greater Hobart,61.0,51.0,10.0
2016-10-01,Darwin,Greater Darwin,96.0,54.0,42.0
2016-10-01,ACT,Australian Capital Territory,346.0,73.0,273.0
2016-11-01,Sydney,Greater Sydney,4695.0,1675.0,3020.0
2016-11-01,Melbourne,Greater Melbourne,4896.0,2329.0,2567.0
2016-11-01,Brisbane,Greater Brisbane,1710.0,1202.0,508.0
2016-11-01,Adelaide,Greater Adelaide,1037.0,577.0,460.0
2016-11-01,Perth,Greater Perth,1868.0,1151.0,717.0
2016-11-01,Hobart,Greater Hobart,82.0,82.0,0.0
2016-11-01,Darwin,Greater Darwin,45.0,37.0,8.0
2016-11-01,ACT,Australian Capital Territory,536.0,123.0,413.0
2016-12-01,Sydney,Greater Sydney,4036.0,1215.0,2821.0
2016-12-01,Melbourne,Greater Melbourne,5503.0,1780.0,3723.0
2016-12-01,Brisbane,Greater Brisbane,1585.0,806.0,779.0
2016-12-01,Adelaide,Greater Adelaide,670.0,447.0,223.0
2016-12-01,Perth,Greater Perth,1400.0,907.0,493.0
2016-12-01,Hobart,Greater Hobart,83.0,61.0,22.0
2016-12-01,Darwin,Greater Darwin,35.0,31.0,4.0
2016-12-01,ACT,Australian Capital Territory,443.0,64.0,379.0
2017-01-01,Sydney,Greater Sydney,3835.0,858.0,2977.0
2017-01-01,Melbourne,Greater Melbourne,3783.0,1565.0,2218.0
2017-01-01,Brisbane,Greater Brisbane,1216.0,741.0,475.0
2017-01-01,Adelaide,Greater Adelaide,629.0,354.0,275.0
2017-01-01,Perth,Greater Perth,1176.0,797.0,379.0
2017-01-01,Hobart,Greater Hobart,92.0,56.0,36.0
2017-01-01,Darwin,Greater Darwin,79.0,39.0,40.0
2017-01-01,ACT,Australian Capital Territory,168.0,48.0,120.0
2017-02-01,Sydney,Greater Sydney,4759.0,1538.0,3221.0
2017-02-01,Melbourne,Greater Melbourne,4878.0,2144.0,2734.0
2017-02-01,Brisbane,Greater Brisbane,1523.0,979.0,544.0
2017-02-01,Adelaide,Greater Adelaide,639.0,465.0,174.0
2017-02-01,Perth,Greater Perth,1405.0,975.0,430.0
2017-02-01,Hobart,Greater Hobart,100.0,53.0,47.0
2017-02-01,Darwin,Greater Darwin,32.0,21.0,11.0
2017-02-01,ACT,Australian Capital Territory,345.0,64.0,281.0
2017-03-01,Sydney,Greater Sydney,4056.0,1844.0,2212.0
2017-03-01,Melbourne,Greater Melbourne,4551.0,2362.0,2189.0
2017-03-01,Brisbane,Greater Brisbane,1942.0,1037.0,905.0
2017-03-01,Adelaide,Greater Adelaide,833.0,548.0,285.0
2017-03-01,Perth,Greater Perth,1449.0,1169.0,280.0
2017-03-01,Hobart,Greater Hobart,133.0,75.0,58.0
2017-03-01,Darwin,Greater Darwin,24.0,21.0,3.0
2017-03-01,ACT,Australian Capital Territory,409.0,73.0,336.0
2017-04-01,Sydney,Greater Sydney,4504.0,1261.0,3243.0
2017-04-01,Melbourne,Greater Melbourne,3634.0,1939.0,1695.0
2017-04-01,Brisbane,Greater Brisbane,2351.0,665.0,1686.0
2017-04-01,Adelaide,Greater Adelaide,788.0,525.0,263.0
2017-04-01,Perth,Greater Perth,1066.0,794.0,272.0
2017-04-01,Hobart,Greater Hobart,66.0,56.0,10.0
2017-04-01,Darwin,Greater Darwin,46.0,46.0,0.0
2017-04-01,ACT,Australian Capital Territory,300.0,62.0,238.0
2017-05-01,Sydney,Greater Sydney,3627.0,1728.0,1899.0
2017-05-01,Melbourne,Greater Melbourne,4395.0,2545.0,1850.0
2017-05-01,Brisbane,Greater Brisbane,2189.0,1132.0,1057.0
2017-05-01,Adelaide,Greater Adelaide,1284.0,615.0,669.0
2017-05-01,Perth,Greater Perth,1426.0,1030.0,396.0
2017-05-01,Hobart,Greater Hobart,129.0,111.0,18.0
2017-05-01,Darwin,Greater Darwin,48.0,46.0,2.0
2017-05-01,ACT,Australian Capital Territory,354.0,78.0,276.0
2017-06-01,Sydney,Greater Sydney,4577.0,1679.0,2898.0
2017-06-01,Melbourne,Greater Melbourne,4373.0,2324.0,2049.0
2017-06-01,Brisbane,Greater Brisbane,2429.0,1421.0,1008.0
2017-06-01,Adelaide,Greater Adelaide,866.0,524.0,342.0
2017-06-01,Perth,Greater Perth,1587.0,965.0,622.0
2017-06-01,Hobart,Greater Hobart,93.0,77.0,16.0
2017-06-01,Darwin,Greater Darwin,36.0,36.0,0.0
2017-06-01,ACT,Australian Capital Territory,553.0,72.0,481.0
2017-07-01,Sydney,Greater Sydney,5981.0,1712.0,4269.0
2017-07-01,Melbourne,Greater Melbourne,4612.0,2335.0,2277.0
2017-07-01,Brisbane,Greater Brisbane,2133.0,1220.0,913.0
2017-07-01,Adelaide,Greater Adelaide,804.0,588.0,216.0
2017-07-01,Perth,Greater Perth,1381.0,1076.0,305.0
2017-07-01,Hobart,Greater Hobart,61.0,58.0,3.0
2017-07-01,Darwin,Greater Darwin,42.0,42.0,0.0
2017-07-01,ACT,Australian Capital Territory,455.0,99.0,356.0
2017-08-01,Sydney,Greater Sydney,4601.0,1655.0,2946.0
2017-08-01,Melbourne,Greater Melbourne,4871.0,2574.0,2297.0
2017-08-01,Brisbane,Greater Brisbane,2411.0,1388.0,1023.0
2017-08-01,Adelaide,Greater Adelaide,979.0,662.0,317.0
2017-08-01,Perth,Greater Perth,1287.0,1064.0,223.0
2017-08-01,Hobart,Greater Hobart,141.0,125.0,16.0
2017-08-01,Darwin,Greater Darwin,84.0,48.0,36.0
2017-08-01,ACT,Australian Capital Territory,697.0,86.0,611.0
2017-09-01,Sydney,Greater Sydney,5543.0,1607.0,3936.0
2017-09-01,Melbourne,Greater Melbourne,4496.0,2284.0,2212.0
2017-09-01,Brisbane,Greater Brisbane,1869.0,1325.0,544.0
2017-09-01,Adelaide,Greater Adelaide,1111.0,643.0,468.0
2017-09-01,Perth,Greater Perth,1762.0,976.0,786.0
2017-09-01,Hobart,Greater Hobart,115.0,60.0,55.0
2017-09-01,Darwin,Greater Darwin,40.0,38.0,2.0
2017-09-01,ACT,Australian Capital Territory,559.0,96.0,463.0
2017-10-01,Sydney,Greater Sydney,5338.0,1626.0,3712.0
2017-10-01,Melbourne,Greater Melbourne,6055.0,2590.0,3465.0
2017-10-01,Brisbane,Greater Brisbane,2116.0,1364.0,752.0
2017-10-01,Adelaide,Greater Adelaide,1005.0,557.0,448.0
2017-10-01,Perth,Greater Perth,1402.0,1036.0,366.0
2017-10-01,Hobart,Greater Hobart,107.0,90.0,17.0
2017-10-01,Darwin,Greater Darwin,48.0,46.0,2.0
2017-10-01,ACT,Australian Capital Territory,190.0,104.0,86.0
2017-11-01,Sydney,Greater Sydney,4953.0,1774.0,3179.0
2017-11-01,Melbourne,Greater Melbourne,9091.0,2585.0,6506.0
2017-11-01,Brisbane,Greater Brisbane,2263.0,1381.0,882.0
2017-11-01,Adelaide,Greater Adelaide,906.0,672.0,234.0
2017-11-01,Perth,Greater Perth,1598.0,917.0,681.0
2017-11-01,Hobart,Greater Hobart,153.0,124.0,29.0
2017-11-01,Darwin,Greater Darwin,32.0,32.0,0.0
2017-11-01,ACT,Australian Capital Territory,166.0,103.0,63.0
2017-12-01,Sydney,Greater Sydney,3855.0,1331.0,2524.0
2017-12-01,Melbourne,Greater Melbourne,4721.0,1778.0,2943.0
2017-12-01,Brisbane,Greater Brisbane,1959.0,1059.0,900.0
2017-12-01,Adelaide,Greater Adelaide,670.0,438.0,232.0
2017-12-01,Perth,Greater Perth,1271.0,881.0,390.0
2017-12-01,Hobart,Greater Hobart,127.0,107.0,20.0
2017-12-01,Darwin,Greater Darwin,17.0,17.0,0.0
2017-12-01,ACT,Australian Capital Territory,150.0,75.0,75.0
2018-01-01,Sydney,Greater Sydney,3600.0,1107.0,2493.0
2018-01-01,Melbourne,Greater Melbourne,4937.0,1815.0,3122.0
2018-01-01,Brisbane,Greater Brisbane,1793.0,754.0,1039.0
2018-01-01,Adelaide,Greater Adelaide,579.0,417.0,162.0
2018-01-01,Perth,Greater Perth,1191.0,835.0,356.0
2018-01-01,Hobart,Greater Hobart,120.0,92.0,28.0
2018-01-01,Darwin,Greater Darwin,43.0,43.0,0.0
2018-01-01,ACT,Australian Capital Territory,166.0,48.0,118.0
2018-02-01,Sydney,Greater Sydney,4445.0,1563.0,2882.0
2018-02-01,Melbourne,Greater Melbourne,4832.0,2528.0,2304.0
2018-02-01,Brisbane,Greater Brisbane,2292.0,1268.0,1024.0
2018-02-01,Adelaide,Greater Adelaide,746.0,529.0,217.0
2018-02-01,Perth,Greater Perth,988.0,856.0,132.0
2018-02-01,Hobart,Greater Hobart,79.0,74.0,5.0
2018-02-01,Darwin,Greater Darwin,42.0,42.0,0.0
2018-02-01,ACT,Australian Capital Territory,402.0,94.0,308.0
2018-03-01,Sydney,Greater Sydney,4364.0,1600.0,2764.0
2018-03-01,Melbourne,Greater Melbourne,5610.0,2668.0,2942.0
2018-03-01,Brisbane,Greater Brisbane,2254.0,1224.0,1030.0
2018-03-01,Adelaide,Greater Adelaide,917.0,615.0,302.0
2018-03-01,Perth,Greater Perth,957.0,756.0,201.0
2018-03-01,Hobart,Greater Hobart,110.0,108.0,2.0
2018-03-01,Darwin,Greater Darwin,52.0,46.0,6.0
2018-03-01,ACT,Australian Capital Territory,1295.0,165.0,1130.0
2018-04-01,Sydney,Greater Sydney,4019.0,1488.0,2531.0
2018-04-01,Melbourne,Greater Melbourne,4629.0,2372.0,2257.0
2018-04-01,Brisbane,Greater Brisbane,1945.0,1130.0,815.0
2018-04-01,Adelaide,Greater Adelaide,833.0,523.0,310.0
2018-04-01,Perth,Greater Perth,1070.0,843.0,227.0
2018-04-01,Hobart,Greater Hobart,136.0,134.0,2.0
2018-04-01,Darwin,Greater Darwin,29.0,29.0,0.0
2018-04-01,ACT,Australian Capital Territory,250.0,93.0,157.0
2018-05-01,Sydney,Greater Sydney,4346.0,1856.0,2490.0
2018-05-01,Melbourne,Greater Melbourne,5130.0,2622.0,2508.0
2018-05-01,Brisbane,Greater Brisbane,1834.0,1186.0,648.0
2018-05-01,Adelaide,Greater Adelaide,1408.0,627.0,781.0
2018-05-01,Perth,Greater Perth,1382.0,966.0,416.0
2018-05-01,Hobart,Greater Hobart,164.0,140.0,24.0
2018-05-01,Darwin,Greater Darwin,56.0,53.0,3.0
2018-05-01,ACT,Australian Capital Territory,351.0,134.0,217.0
2018-06-01,Sydney,Greater Sydney,4461.0,1604.0,2857.0
2018-06-01,Melbourne,Greater Melbourne,4228.0,2282.0,1946.0
2018-06-01,Brisbane,Greater Brisbane,2754.0,1687.0,1067.0
2018-06-01,Adelaide,Greater Adelaide,1038.0,546.0,492.0
2018-06-01,Perth,Greater Perth,1474.0,920.0,554.0
2018-06-01,Hobart,Greater Hobart,124.0,109.0,15.0
2018-06-01,Darwin,Greater Darwin,40.0,37.0,3.0
2018-06-01,ACT,Australian Capital Territory,981.0,97.0,884.0
2018-07-01,Sydney,Greater Sydney,4607.0,1757.0,2850.0
2018-07-01,Melbourne,Greater Melbourne,4256.0,2369.0,1887.0
2018-07-01,Brisbane,Greater Brisbane,2150.0,1285.0,865.0
2018-07-01,Adelaide,Greater Adelaide,794.0,587.0,207.0
2018-07-01,Perth,Greater Perth,1192.0,1012.0,180.0
2018-07-01,Hobart,Greater Hobart,165.0,162.0,3.0
2018-07-01,Darwin,Greater Darwin,55.0,55.0,0.0
2018-07-01,ACT,Australian Capital Territory,1296.0,131.0,1165.0
2018-08-01,Sydney,Greater Sydney,3573.0,1493.0,2080.0
2018-08-01,Melbourne,Greater Melbourne,3998.0,2613.0,1385.0
2018-08-01,Brisbane,Greater Brisbane,2042.0,1147.0,895.0
2018-08-01,Adelaide,Greater Adelaide,843.0,565.0,278.0
2018-08-01,Perth,Greater Perth,1227.0,1069.0,158.0
2018-08-01,Hobart,Greater Hobart,139.0,139.0,0.0
2018-08-01,Darwin,Greater Darwin,55.0,53.0,2.0
2018-08-01,ACT,Australian Capital Territory,449.0,152.0,297.0
2018-09-01,Sydney,Greater Sydney,3660.0,1573.0,2087.0
2018-09-01,Melbourne,Greater Melbourne,4781.0,2125.0,2656.0
2018-09-01,Brisbane,Greater Brisbane,1561.0,1086.0,475.0
2018-09-01,Adelaide,Greater Adelaide,756.0,471.0,285.0
2018-09-01,Perth,Greater Perth,1031.0,772.0,259.0
2018-09-01,Hobart,Greater Hobart,107.0,100.0,7.0
2018-09-01,Darwin,Greater Darwin,26.0,26.0,0.0
2018-09-01,ACT,Australian Capital Territory,497.0,127.0,370.0
2018-10-01,Sydney,Greater Sydney,4170.0,1733.0,2437.0
2018-10-01,Melbourne,Greater Melbourne,5170.0,2689.0,2481.0
